pais,plan,rowid,correo,nombre,antiguedad,costo_plan,usuario_id,_airbyte_ab_id,_airbyte_emitted_at
CH,['standard'],7.0908850605575373e+17,zsidler@gmail.com,Rebekka Kaufmann,Feb 2013,19.12,ba3d7707-d7b2-4559-8f63-edc097a3a394,0e59db5d-e7c0-4a26-a1cb-1434a6881421,2021-11-25 21:40:37.607 UTC
CH,['standard'],7.09088506065748e+17,fbeck@yahoo.com,Flavia Schmid Kohler,Mar 2019,19.12,0f34e7aa-7b79-4fd1-8aa0-a01ec8c2e0ba,0ad5ccbf-5417-447f-a5f7-7ae3b7677d5e,2021-11-25 21:40:37.607 UTC
CH,['standard'],7.0908850606384742e+17,albrechtstuder@yahoo.com,Ivica Ferrari,Jun 2018,19.12,0a413efe-3f8e-41e2-8b1d-5f2695528eb5,e295b319-c30e-479f-92ce-b1492bd0a920,2021-11-25 21:40:37.607 UTC
CH,['standard'],7.0908850610293965e+17,remo27@yahoo.com,Yanik Schneider,Mar 2018,19.12,70480ab0-be23-428d-a74f-0e9127d76dfe,6c32160c-51fe-4410-b8db-d21860724033,2021-11-25 21:40:37.607 UTC
CH,['standard'],7.0908850612335411e+17,gzimkalin@gmail.com,Zuzana Staub,Mar 2015,19.12,93d875e6-95f0-45bb-bd3b-c6afa0eb1ad1,aa590dc5-ffd7-4856-a91f-2f3f2fd6f319,2021-11-25 21:40:37.607 UTC
CH,['standard'],7.0908850606184858e+17,brunarif@gmail.com,Martine Lustenberger Ritter,Sep 2018,19.12,b5e32092-f279-46be-95f0-ea27507496d4,37663db3-6955-4a39-95d2-d97bb50e2990,2021-11-25 21:40:37.607 UTC
CH,['standard'],7.0908850610900173e+17,jeffrey39@hotmail.com,Kristin Käser,Jan 2016,19.12,57be1584-dc5c-459b-8ad7-673bc2306113,2f868204-75ea-43f1-b300-5cc9bf2a8a74,2021-11-25 21:40:37.607 UTC
CH,['standard'],7.090885060697129e+17,vhurlimann@yahoo.com,Dr. Helena Schlatter,May 2021,19.12,053a7ab2-6889-4182-ab79-8cadb2857309,4e0c0b66-862e-4e90-8d14-2bde24675fd5,2021-11-25 21:40:37.607 UTC
CH,['standard'],7.0908850607806874e+17,bachmanncarl@yahoo.com,Esther Schweizer,May 2012,19.12,3de634a1-3e3f-42ce-8e64-b7c2e11afeaa,b688a5db-f14d-40d1-852a-fec1aeadf33b,2021-11-25 21:40:37.607 UTC
CH,['standard'],7.090885061009408e+17,kurt82@yahoo.com,Bashkim Leunberger,Jan 2018,19.12,d9a6771f-ea75-43c1-a0da-0c48b86f90c3,b754fe26-397f-40b2-97b7-ebffeaa90d89,2021-11-25 21:40:37.607 UTC
CH,['standard'],7.090885061050368e+17,josephine93@yahoo.com,Snezana Rüegg Braun,Apr 2019,19.12,471868b6-9c4f-49d6-999b-4e340f3998b5,8ae4e357-18c3-434f-ab7c-2d79b580ffbf,2021-11-25 21:40:37.607 UTC
CH,['premium'],7.0908850611522765e+17,mariellescheidegger@hotmail.com,Roy Meier,Jan 2013,24.77,b967e57c-0662-4027-91e0-3f9152d1f613,3f78fb2f-ac1b-43c6-854a-661c7dc14645,2021-11-25 21:40:37.607 UTC
CH,['premium'],7.0908850605785088e+17,gkohler@hotmail.com,Clarissa Felder,Dec 2016,24.77,96d94272-255d-4495-a07a-38e0f1a14a06,002d82a0-06f1-4efc-8b08-63ba7999487c,2021-11-25 21:40:37.607 UTC
CH,['premium'],7.0908850610703565e+17,meiliryan@hotmail.com,Martha Bucher,May 2012,24.77,22702e04-3659-4c40-a6d8-08999337b0fd,101c007e-b7a6-4313-bb64-3e39180e0ab8,2021-11-25 21:40:37.607 UTC
CH,['premium'],7.0908850611283558e+17,xscherrer@hotmail.com,Dr. Mael Frey,Mar 2015,24.77,cef9c7f4-f23a-498b-9aaa-e597a977ce38,ca02fa46-9c95-4295-9689-091f14b15f84,2021-11-25 21:40:37.607 UTC
CH,['basic'],7.0908850608649011e+17,jennidominique@gmail.com,Grazia Siegrist,Nov 2013,13.46,68f92fd9-c4e9-4207-a24e-901501f5a231,219f6c78-9c96-4e91-93cf-61f95cf30dc5,2021-11-25 21:40:37.607 UTC
CH,['basic'],7.0908850609468211e+17,aleksandralutz@hotmail.com,Dr. Sam Maurer,Dec 2019,13.46,f4d681bf-b6a2-41b0-9ee7-010e824449fe,28a7d23a-cece-4022-a9f0-b81b831b34ae,2021-11-25 21:40:37.607 UTC
CH,['basic'],7.0908850611739034e+17,wehrlihorst@gmail.com,Robert Kuhn,Jul 2012,13.46,8344eba7-f1c1-489c-b146-12c7f8fe0685,2d158806-5d3b-4ed1-8322-f9a02e5f6385,2021-11-25 21:40:37.607 UTC
CH,['basic'],7.09088506119553e+17,zinggljiljana@yahoo.com,Sacha Steiner,Nov 2019,13.46,4c684399-a8b7-4b27-bfa4-5156123da0dd,9be2f88c-a847-4c72-9c5d-7b67ac88cc5c,2021-11-25 21:40:37.607 UTC
CZ,['standard'],7.0908850838965453e+17,svobodovaaneta@email.cz,Božena Štěpánková,Dec 2015,12.16,85162d07-616e-48f6-9bc7-80a71bfe546e,cf79d480-2660-4841-afb0-381061105ebe,2021-11-25 21:40:37.607 UTC
CZ,['standard'],7.0908850845152051e+17,jelinekfilip@chello.cz,Robert Šťastný,Oct 2021,12.16,32cf6888-6e05-4717-95d6-c4b9ebe2d223,ec04e724-e797-4b7d-be1e-289b6be3e67f,2021-11-25 21:40:37.607 UTC
CZ,['standard'],7.090885084339241e+17,yblaha@seznam.cz,Vladimíra Pospíšilová,Oct 2021,12.16,720283af-2d1b-441b-8683-42f58cb603b0,2944e068-44f7-4c2c-ad3c-095840c92212,2021-11-25 21:40:37.607 UTC
CZ,['standard'],7.0908850839365222e+17,scermak@centrum.cz,Markéta Zemanová,Sep 2017,12.16,e829c69d-8c2d-468e-a23f-78422bf6025a,02b0ea04-5443-4f28-be4c-bfc27af432e4,2021-11-25 21:40:37.607 UTC
CZ,['standard'],7.0908850842225869e+17,bkriz@email.cz,Marek Mareš,Jun 2014,12.16,5b11afa4-49d8-4118-8d28-4e432b7e63fe,c84c7a93-e903-4366-97e1-de079d362724,2021-11-25 21:40:37.607 UTC
CZ,['standard'],7.0908850841862144e+17,kopeckamarketa@email.cz,Soňa Šťastná,Apr 2012,12.16,c0b8f947-7d51-4fb4-932a-36af7b203720,6bb248e2-e307-4819-93ac-819810b3ac96,2021-11-25 21:40:37.607 UTC
CZ,['basic'],7.0908850840341709e+17,smoravec@volny.cz,Robin Vlček,Sep 2020,9.34,082c27c4-89dc-48dc-ba09-42dd84e48524,061587e9-3969-4b96-b603-c29060d95e7e,2021-11-25 21:40:37.607 UTC
CZ,['basic'],7.0908850844555674e+17,onovotna@gmail.com,Michal Krejčí,Aug 2014,9.34,124eb5ac-3159-46ce-a1d4-463a9222c136,eb35170c-7962-46c5-917e-4fee04e1e249,2021-11-25 21:40:37.607 UTC
CZ,['basic'],7.0908850839545446e+17,moravecvladimir@gmail.com,Natálie Štěpánková,Apr 2016,9.34,957614db-cfca-4065-bc9d-caf7836310a1,0c7b9518-ecc8-4d97-a7a0-5a56dc494aab,2021-11-25 21:40:37.607 UTC
CZ,['basic'],7.0908850840551424e+17,dkrizova@chello.cz,Štefan Sedláček,Jun 2016,9.34,065cc0bc-e4b3-4d88-bc85-01631df9a78e,d184041d-b066-4ce2-81c3-ffe7b9c20881,2021-11-25 21:40:37.607 UTC
CZ,['basic'],7.0908850839171891e+17,robinvlcek@centrum.cz,Robin Vlček,Jun 2021,9.34,c3bd58e3-0f8d-4688-a38e-d8ac8dc94ee2,59dde52f-1077-4e79-a88e-ea18d1a89d66,2021-11-25 21:40:37.607 UTC
CZ,['premium'],7.0908850842042368e+17,cernanadezda@chello.cz,Jindřich Beneš,Jan 2019,14.98,c1d2ee6c-7bac-4e74-9ed5-6389a438b7d8,6971210c-e4c5-4fd4-ae81-86a6f6af09a3,2021-11-25 21:40:37.607 UTC
CZ,['premium'],7.0908850839945216e+17,blazekmarcel@chello.cz,Luboš Kadlec,Nov 2016,14.98,85d103c1-ad6a-49ec-9c44-13627297a38f,91e307a2-35c6-47fb-8126-08f2ce39f85d,2021-11-25 21:40:37.607 UTC
CZ,['premium'],7.0908850842622362e+17,zvesely@centrum.cz,Veronika Bláhová,Apr 2013,14.98,1afc99f3-adf7-425a-af6e-83d5a664fa30,d502cda3-81f2-4a92-ac70-7201f9d01766,2021-11-25 21:40:37.607 UTC
CZ,['premium'],7.0908850840148378e+17,apolakova@post.cz,Marcel Beneš,Apr 2020,14.98,3d7f9d50-e816-464d-a55d-b32200274836,0a88748b-6cc7-40b2-87ba-e0bc0bca12f4,2021-11-25 21:40:37.607 UTC
CZ,['premium'],7.0908850844762112e+17,ndolezalova@chello.cz,František Procházka,Jul 2021,14.98,4c627a5b-2f1f-44ca-a9be-470834e9a985,1f5dbc15-8596-4a29-a92e-bf36d3180c69,2021-11-25 21:40:37.607 UTC
CZ,['premium'],7.0908850843589018e+17,romannemec@gmail.com,Jindřiška Černá,Mar 2016,14.98,4a35133f-2ed9-4db0-b1d5-d2877bd99b52,dafaa571-9d89-4f02-8a9e-e0124f81a94e,2021-11-25 21:40:37.607 UTC
CZ,['premium'],7.09088508407382e+17,jandovavlasta@email.cz,Alena Kučerová,Apr 2020,14.98,3d9af6b0-e9c3-4d97-97bc-dc2ae52e8f99,aab031c4-68f9-4209-841a-00529fc0499f,2021-11-25 21:40:37.607 UTC
CZ,['premium'],7.090885084111831e+17,rurbanova@gmail.com,Alois Kučera,Dec 2019,14.98,1b6c4fcc-a1fd-49d1-94ea-68e344c6be8e,96dc6b05-23c2-4d01-b29e-8bf5f04ba8a0,2021-11-25 21:40:37.607 UTC
CZ,['premium'],7.0908850843782349e+17,ohorakova@centrum.cz,Štěpán Novotný,Sep 2020,14.98,30134817-c95d-4809-ac56-440184f9ba8a,fed7e425-8e40-4f35-876d-9501fc177dbe,2021-11-25 21:40:37.607 UTC
DE,['premium'],7.0908850619072512e+17,sevim92@web.de,Marie-Theres Sölzer B.Eng.,Jul 2016,22.07,4ecaa05d-9887-46ae-a96a-dd4e0cc7b6c6,25064067-22e1-441c-8f2d-3c9fe5879667,2021-11-25 21:40:37.607 UTC
DE,['premium'],7.090885061450793e+17,wielochreiner@aol.de,Prof. Reinhard Gieß,Sep 2016,22.07,ac0d660a-c08c-4401-9a94-536dae7416ef,bdc1d548-54f2-4967-aee5-14921a88c572,2021-11-25 21:40:37.607 UTC
DE,['premium'],7.09088506160939e+17,xaverdobes@web.de,Dipl.-Ing. Meryem Rogge B.Eng.,May 2012,22.07,792f4ba2-6fc8-4ca8-8880-5623aeae9c7d,245bb792-c5d7-425e-9589-a1984d03fca2,2021-11-25 21:40:37.607 UTC
DE,['premium'],7.0908850616860672e+17,henrik80@gmail.com,Traugott Peukert,Jun 2012,22.07,2e0b3bc8-cd35-4f8c-9de3-76342974cbdd,8180182d-9f15-4ecc-8df2-9a0ea5695b1a,2021-11-25 21:40:37.607 UTC
DE,['premium'],7.090885061368873e+17,zmangold@yahoo.de,Theresa Schleich-Geisler,Apr 2017,22.07,7fa727c3-7a18-488c-b727-c7ecab0e04d5,ebf06f1a-2729-4989-bc8c-8ee3447cc57a,2021-11-25 21:40:37.607 UTC
DE,['premium'],7.0908850614904422e+17,rosalinde17@aol.de,Carl Atzler,May 2012,22.07,02df34c9-ab65-49d2-a454-9cf47fcfb67c,dd21d7fd-1368-4608-85f7-0fcb283b0dce,2021-11-25 21:40:37.607 UTC
DE,['premium'],7.0908850612928512e+17,meralwieloch@yahoo.de,Dr. Irmtrud Mies B.Sc.,Oct 2016,22.07,5443d137-7e0f-4287-b370-0cf553a61547,caf5e5b0-6dba-4cae-9f5f-17cda8d7ee1c,2021-11-25 21:40:37.607 UTC
DE,['basic'],7.090885061312512e+17,herlindeschoenland@googlemail.com,Prof. Kathy Jockel B.Eng.,Jan 2021,9.8,279b069c-e8f0-4aa1-ab6b-c68f1d733c56,0b359d9c-3344-4187-ae56-ad0b9ef63ab0,2021-11-25 21:40:37.607 UTC
DE,['basic'],7.0908850617250611e+17,dussen-vankarl-ernst@googlemail.com,Bernhard Kallert,Apr 2018,9.8,b11c140a-aaf2-4012-88fe-b8fd05560f96,b7099161-aaad-481d-8401-85d3b649f7c3,2021-11-25 21:40:37.607 UTC
DE,['basic'],7.090885061885952e+17,wilmsenthilo@web.de,Univ.Prof. Heinz-Walter Pechel,Dec 2013,9.8,a08cded7-90d6-4e8d-ac64-8fefbcd87436,3f21edf0-00c6-4a5c-bcf2-6127f47c0638,2021-11-25 21:40:37.607 UTC
DE,['basic'],7.0908850615484416e+17,ingoweller@web.de,Natalia Tlustek,Aug 2016,9.8,0dffb73d-d993-4c79-8ce4-f83eedcfb938,4118308c-189f-47a3-949e-c58e47f4cfd6,2021-11-25 21:40:37.607 UTC
DE,['standard'],7.0908850618659635e+17,sieglinde61@gmail.com,Janusz Löchel,Jul 2021,15.94,9896e24c-1608-490c-bfef-5289a9fffbe8,765046bf-81d4-452f-ad58-736f2fbaae6b,2021-11-25 21:40:37.607 UTC
DE,['standard'],7.090885061803049e+17,ricardobudig@gmail.com,Marie-Therese Säuberlich,Feb 2015,15.94,d93345b6-9339-4a1c-a0ee-9f7eb72bb22e,cd0c6c90-fcab-425e-b87e-a9eb2589dc92,2021-11-25 21:40:37.607 UTC
DE,['standard'],7.0908850615094477e+17,gertzdoerthe@yahoo.de,Julie Sölzer,Apr 2016,15.94,052bfbc4-a99c-4bde-8997-0a127442c391,3abfb827-3133-4593-8f9b-a156d4298ebd,2021-11-25 21:40:37.607 UTC
DE,['standard'],7.0908850618236928e+17,bienflorentine@gmail.com,Univ.Prof. Katerina Schweitzer B.Sc.,Jan 2018,15.94,f27616bf-e6c3-4383-a2f7-a0216f8c40dc,9f9ca1e2-dd9e-4742-ae19-025ae6aa43b3,2021-11-25 21:40:37.607 UTC
DE,['standard'],7.090885061632e+17,mkraushaar@googlemail.com,Univ.Prof. Hans Dieter Finke B.Sc.,Mar 2017,15.94,b716a43e-a7d0-4884-adbf-c7473c92189e,11d9aa45-12ba-4a4d-867f-3f24b341f9bd,2021-11-25 21:40:37.607 UTC
DE,['standard'],7.0908850614091776e+17,budigira@yahoo.de,Daniela Rörricht,Jan 2016,15.94,e5b53652-0210-4ce4-82dc-4b273d01bdc2,d9a0dc49-fc18-4e71-94c1-ed028e71ceee,2021-11-25 21:40:37.607 UTC
DE,['standard'],7.09088506125353e+17,mario42@aol.de,Mary Eberth B.A.,Jun 2015,15.94,33e08928-3f47-40fc-a522-e0f91bbfcaf3,267866ef-96f9-4a2e-9227-b3980dba74e6,2021-11-25 21:40:37.607 UTC
DE,['standard'],7.0908850618443366e+17,margaretamatthaei@aol.de,Heino Oderwald,Feb 2016,15.94,cf38058b-05f9-45bd-9cd8-31f76bd0c391,5e6df5f6-8fd0-40fd-9d0d-aeb113a853e0,2021-11-25 21:40:37.607 UTC
ES,['premium'],7.0908850832372531e+17,malenaazcona@yahoo.com,Asunción Santana Villena,Feb 2021,19.62,1f86bcd3-c8e9-4ee5-afcd-df416a009078,4cb6148a-e591-46bf-a8b8-65579e3ecbed,2021-11-25 21:40:37.607 UTC
ES,['premium'],7.0908850837975859e+17,bsaez@gmail.com,Enzo Cerdán,Aug 2012,19.62,fac46cfb-00d5-4cf3-9e92-0bff8235f607,3b2af99f-65c6-4f51-b15d-ff2d8fcf1c43,2021-11-25 21:40:37.607 UTC
ES,['premium'],7.0908850834174771e+17,custodio24@yahoo.com,María Teresa Garay Calderón,May 2012,19.62,7a746123-03ca-46d9-8253-c2cb39100210,6b57ce22-2438-4160-94f3-6217d8e78cd9,2021-11-25 21:40:37.607 UTC
ES,['basic'],7.0908850831989146e+17,yagocuadrado@hotmail.com,Dorotea Iñiguez Quintana,Nov 2017,9.8,6960ad94-9604-497f-b7aa-49701f412517,370915a5-6965-48f8-890c-65bcc8c78e63,2021-11-25 21:40:37.607 UTC
ES,['basic'],7.0908850835973734e+17,scardona@gmail.com,Laura de Cabrera,May 2019,9.8,a6e221e6-ebe9-4d27-bd10-880d1430b5ae,10cf339c-8656-4a71-94e5-0660fb596520,2021-11-25 21:40:37.607 UTC
ES,['basic'],7.09088508363735e+17,ggonzalez@yahoo.com,Ligia Cerdá-Ortuño,Sep 2015,9.8,8aaac6a8-1f68-4662-b93e-161e2cdc0847,160cc992-bca8-4c29-aa38-cad8e2e59326,2021-11-25 21:40:37.607 UTC
ES,['basic'],7.09088508345811e+17,valentina77@gmail.com,Patricia Julieta Marti Mendoza,Sep 2015,9.8,b4207167-aa2e-434d-9e9a-1306132652a1,8d768741-a645-4cf8-abf3-91d70749a0b7,2021-11-25 21:40:37.607 UTC
ES,['basic'],7.0908850837572813e+17,david46@hotmail.com,Chlóe Arregui Vigil,Mar 2016,9.8,422c7961-37e6-4f10-bb0f-b9c1a36d2594,fafad332-d6d4-40c4-a3a0-0d30c4db4801,2021-11-25 21:40:37.607 UTC
ES,['standard'],7.090885083537408e+17,zpinedo@gmail.com,Edmundo Barba Salom,Jun 2021,14.71,1417fc5c-4aec-44f3-b065-1b442d73acef,119a9b1b-b962-41f0-854e-6a99ebcff2fe,2021-11-25 21:40:37.607 UTC
ES,['standard'],7.090885083676672e+17,amayapla@hotmail.com,Gaspar Molina,May 2012,14.71,a5173b91-d93f-432e-af45-5dab551dea9f,b467b91e-9bcb-4e67-8b79-6a3c44349a99,2021-11-25 21:40:37.607 UTC
ES,['standard'],7.0908850833375232e+17,calvetwalter@yahoo.com,Bernardino Parejo Navarrete,May 2017,14.71,9d04bcc1-5f22-42b0-984a-1935cadf99d1,ca741158-6a3b-4fee-a510-5555ea9a209e,2021-11-25 21:40:37.607 UTC
ES,['standard'],7.0908850837762867e+17,nicodemo91@hotmail.com,Alexandra Lastra Almazán,Sep 2018,14.71,f7592950-70e9-4167-9cbe-222164f0342f,e0ba7a3c-594e-45e3-bd34-5e5a663e03ae,2021-11-25 21:40:37.607 UTC
ES,['standard'],7.0908850838382182e+17,escolanoalbert@gmail.com,Isabel Tovar Corbacho,Dec 2015,14.71,457fa458-54c0-464c-964c-a2a6a329822b,eabb2519-4a6d-4e0a-8381-64dc4acac82f,2021-11-25 21:40:37.607 UTC
FR,['premium'],7.0908850692980736e+17,franck75@bouygtel.fr,Alexandrie Lemaître,Jun 2018,19.62,0e35237e-ae37-4ef5-9652-c44223999757,95108f94-4adb-4fd9-b3ec-a3b8ae0e7f4c,2021-11-25 21:40:37.607 UTC
FR,['premium'],7.0908850695130317e+17,mjulien@ifrance.com,Henri Denis,Mar 2019,19.62,b389e913-2e70-465f-a14f-7f4276cddb43,698a13df-331a-40bd-9137-e90699f5ae27,2021-11-25 21:40:37.607 UTC
FR,['basic'],7.090885062098944e+17,pierre21@ifrance.com,Susan Rolland,Apr 2019,9.8,248d101a-3570-4bc1-b424-d52ce2bd93bc,1530ae54-17b7-4717-a672-98f8b3be2594,2021-11-25 21:40:37.607 UTC
FR,['basic'],7.090885069448151e+17,patrick40@voila.fr,Marthe Jacquot,Sep 2021,9.8,dc1657cf-e8d9-4ddc-b6d1-cf8b21407bdd,c3a35ae6-f3d0-4419-a2dc-bc1570347521,2021-11-25 21:40:37.607 UTC
FR,['basic'],7.0908850693193728e+17,oceane10@laposte.net,Catherine Millet,Mar 2021,9.8,09db6a06-f661-4524-9d20-1bb5aff48a97,e3ae86ff-1d61-48f1-a17c-f87fa6206a1e,2021-11-25 21:40:37.607 UTC
FR,['standard'],7.0908850695969178e+17,marinebernard@laposte.net,Benjamin Legendre,Nov 2014,14.71,c071e9af-bbb9-44e3-8844-98f0726762ad,42b3d5af-7287-41d7-869d-fa0168ff6a80,2021-11-25 21:40:37.607 UTC
FR,['standard'],7.0908850693626266e+17,danielle05@sfr.fr,Thomas Colas,Dec 2012,14.71,97f4164e-71ec-4c9a-b53a-2ba186b7cfe6,26aa6f50-ce91-401c-add1-0bcd3892d2b2,2021-11-25 21:40:37.607 UTC
FR,['standard'],7.0908850620399616e+17,xavier74@orange.fr,Denise Turpin Le Marty,Mar 2019,14.71,83da16c0-8c5b-42dc-8618-d9a45508c844,edb01abf-d34a-4277-b355-848a11645a26,2021-11-25 21:40:37.607 UTC
FR,['standard'],7.09088506938327e+17,victorjulien@bouygtel.fr,Hugues Maury,Nov 2011,14.71,a7b095d2-283b-401f-9cd1-91de765b8052,c6304cc2-90f9-41cb-93dc-3a657c39eb8f,2021-11-25 21:40:37.607 UTC
FR,['standard'],7.0908850621182771e+17,thibautparis@sfr.fr,Noémi Delmas,Sep 2021,14.71,078c234d-3fa9-47f4-a5d7-8edf7774fb9f,f87faf82-8179-40ff-b5e6-01f4cacbc8e8,2021-11-25 21:40:37.607 UTC
FR,['standard'],7.0908850620216115e+17,pottieranais@ifrance.com,Jules Bertrand,Aug 2016,14.71,72ad413a-588e-4bfa-9f75-8ed8875d87d7,1ccf0ca9-5196-4211-a86d-c4d9d6aeff5a,2021-11-25 21:40:37.607 UTC
FR,['standard'],7.0908850620799386e+17,susanjoubert@dbmail.com,Suzanne Millet,Jan 2012,14.71,52ae5eab-fd67-4da1-9ea2-29e129c75f34,398c4ac9-60c8-4cdf-b5ff-2052da0eed0d,2021-11-25 21:40:37.607 UTC
FR,['standard'],7.090885061984256e+17,mauricebonnet@gmail.com,Rémy Martinez,Feb 2018,14.71,7fd546c8-bc1b-418d-a315-99298f32eb93,8def3c13-7a6f-4f44-b1f4-4d743c108ea9,2021-11-25 21:40:37.607 UTC
FR,['standard'],7.0908850695326925e+17,dominiquejacquet@yahoo.fr,Patrick Royer,Jun 2015,14.71,4510c78c-2c91-4491-825f-1d945a29eb54,e369b9ea-b3b3-4381-b655-2fa4dc00cacd,2021-11-25 21:40:37.607 UTC
GB,['standard'],7.0908850703561523e+17,richardsonwayne@yahoo.com,Joseph White,Dec 2012,13.56,c0818cf0-0b96-4ac6-8e3b-e36310b09fa0,747caff5-adae-41ec-bebe-6a684f261e44,2021-11-25 21:40:37.607 UTC
GB,['standard'],7.0908850702103347e+17,karlgibson@hotmail.co.uk,Mr Roy Smith,Jul 2018,13.56,3a865b9d-2524-4444-b8dc-fce9852e0208,d4fd6792-c910-4775-9de1-f9142bb47910,2021-11-25 21:40:37.607 UTC
GB,['standard'],7.0908850703758131e+17,xkelly@hotmail.com,Josephine Brown,May 2018,13.56,089a06ef-ae38-4632-9036-3f3ea7dbd31f,73525dff-55f3-42ca-9ba5-89646b9c4a17,2021-11-25 21:40:37.607 UTC
GB,['standard'],7.0908850699852186e+17,parkerjennifer@yahoo.com,Mr Vincent Ryan,Jan 2021,13.56,36176814-1580-454c-9818-068d562c1497,7f3d8002-4354-410a-99cd-b4cfd52a019d,2021-11-25 21:40:37.607 UTC
GB,['standard'],7.0908850701493862e+17,vharrison@yahoo.com,James Hanson,Jul 2017,13.56,f76bcba7-bbfb-41a8-b7a8-5115c3f65161,333f14b1-4fb4-4ed3-92d9-4559662b53c8,2021-11-25 21:40:37.607 UTC
GB,['standard'],7.0908850701103923e+17,james92@yahoo.co.uk,Oliver Woods,Feb 2020,13.56,87250a69-c9c9-4401-9585-74db76912769,ecf55bcf-a25e-4c55-82f1-c36e270681c4,2021-11-25 21:40:37.607 UTC
GB,['standard'],7.09088506984104e+17,pwalker@gmail.com,Mohamed Fox,Jan 2013,13.56,956f6711-3fef-48f2-87d6-15e11a148722,344da117-d33f-4e44-acd3-7a8c426ba89e,2021-11-25 21:40:37.607 UTC
GB,['standard'],7.0908850704351232e+17,thompsonjudith@gmail.com,Dr Brett Curtis,Oct 2017,13.56,5c105661-b0ed-42c7-9f7f-edb5be5a9866,fcfb65ff-fa87-474b-a3ca-b340c9ae7d37,2021-11-25 21:40:37.607 UTC
GB,['standard'],7.0908850699432755e+17,donaldsmith@hotmail.co.uk,Norman Parsons,Dec 2019,13.56,a8f349dc-2768-4147-80d5-e0cec48c2e72,e1d9ef23-378c-4551-aa4f-981072f827ac,2021-11-25 21:40:37.607 UTC
GB,['standard'],7.0908850697384755e+17,chapmandamian@hotmail.com,Catherine Turner-Edwards,Feb 2013,13.56,211439ae-7ada-49e3-8b01-36bab4aa22a7,12ed4ae3-3825-4f4c-b959-cb422dc99460,2021-11-25 21:40:37.607 UTC
GB,['standard'],7.0908850699023155e+17,zbrown@yahoo.co.uk,Richard McKenzie,Jan 2020,13.56,30dfe4d8-9329-4d9b-96f1-8e33b640d48d,63f2878a-5bd1-4d03-9fc8-c2890446be3e,2021-11-25 21:40:37.607 UTC
GB,['premium'],7.0908850701293978e+17,foxmartyn@hotmail.co.uk,Miss Natalie Bailey,Oct 2020,18.99,c0e70f45-6085-4657-8136-ec50be3b81d4,fee2d02d-025b-4b4d-83fe-f69fcaaf227d,2021-11-25 21:40:37.607 UTC
GB,['premium'],7.090885069881344e+17,jade82@outlook.com,Dominic Dunn,Oct 2015,18.99,04493e73-d296-4306-ad49-b8933bb429de,6fb804fd-1190-4536-aefe-b9fd819c28fd,2021-11-25 21:40:37.607 UTC
GB,['premium'],7.0908850700055347e+17,melissa74@gmail.com,Miss Lisa Edwards,Jul 2021,18.99,468c9b73-7394-4cd8-9c51-d854816fe03b,fae041e7-52b6-43aa-a8b4-f72adc6ba14d,2021-11-25 21:40:37.607 UTC
GB,['premium'],7.0908850697797632e+17,metcalfehugh@yahoo.co.uk,Clive Brooks,Jan 2015,18.99,01a4d55c-8286-4480-abea-06659ef44899,ed6138b7-03cd-4cd8-ade2-6380e815cd1c,2021-11-25 21:40:37.607 UTC
GB,['premium'],7.0908850704154624e+17,patricianaylor@hotmail.co.uk,Alice Dean,Dec 2015,18.99,7c502e2d-944f-413a-8bc4-4eed9a481e33,6b973e29-29e6-4dc6-95d3-bfa808d2a028,2021-11-25 21:40:37.607 UTC
GB,['premium'],7.0908850700894208e+17,atkinslouis@hotmail.co.uk,Amanda Potts,Apr 2018,18.99,546e665e-c1c0-4670-8628-4497e16e7d9f,6c724d11-7997-4798-9f29-d90b624ccfb5,2021-11-25 21:40:37.607 UTC
GB,['premium'],7.0908850702732493e+17,smithpatrick@gmail.com,Gregory Gill,Oct 2017,18.99,5b15231a-04e7-4c22-8030-1f0ecebdb47e,d0afddb6-3fd1-4ae9-986e-1fa3593ff749,2021-11-25 21:40:37.607 UTC
GB,['basic'],7.0908850698207232e+17,dawnbrady@hotmail.co.uk,Joe May,Apr 2017,8.13,30d3c904-abd4-446f-8f7a-7ffd9f495cde,d651d124-4515-4583-8662-262ddb592d13,2021-11-25 21:40:37.607 UTC
GB,['basic'],7.0908850700255232e+17,bmason@yahoo.co.uk,Jasmine Freeman,Dec 2013,8.13,0ac7fcd5-94b9-4ccc-95b9-859cfa7fbf5e,72c698bd-c805-4720-83b5-34205f7dd60c,2021-11-25 21:40:37.607 UTC
GR,['premium'],7.090885084677079e+17,charikleia49@hotmail.gr,Νεκτάριος Κουτσογιάννόπουλος,Nov 2016,17.16,bcd115e7-e8be-4de2-94b4-870e8978648b,21f3876b-c6b8-47f6-ac60-4a90e284fe32,2021-11-25 21:40:37.607 UTC
GR,['premium'],7.0908850848150323e+17,freideriki67@hol.gr,Ελεονόρα Αραπίδου,Feb 2012,17.16,bfa68f32-4004-4794-accd-8c1320fa23a2,8b79fb64-96d6-4fbe-aaa6-b5afb3e732f2,2021-11-25 21:40:37.607 UTC
GR,['premium'],7.09088508473344e+17,asterios.petsas@forthnet.gr,Έκτορας-Κομνηνός Χαρτερός,Jan 2014,17.16,5b61d3e3-03c6-4ba1-9bbb-119398e9a56d,a142fb8e-0343-43cc-9396-3ee565532bb7,2021-11-25 21:40:37.607 UTC
